stop_id1,stop_name1,stop_id2,stop_name2,num_results,distance1,aerial_distance1,distance2,aerial_distance2
4900,ההגנה,5000,לוד,2,16604,14794,19402,14794
4900,ההגנה,5010,רמלה,1,18920,16425,,
4900,ההגנה,5150,גני אביב,1,13330,13116,,
4900,ההגנה,5200,רחובות,1,25450,16295,,
4900,ההגנה,5300,באר יעקב,1,21507,14090,,
4900,ההגנה,5410,יבנה,1,33445,21709,,
4900,ההגנה,5800,אשדוד,2,35162,33083,45861,33083
4900,ההגנה,5900,אשקלון,2,47678,45248,58377,45248
4900,ההגנה,6300,בית שמש,1,46874,38174,,
4900,ההגנה,6500,גן החיות,1,76840,50571,,
4900,ההגנה,6700,מלחה,1,77987,51056,,
4900,ההגנה,7000,קרית גת,2,57952,50084,60751,50084
4900,ההגנה,7300,אוניברסיטה,2,97564,88055,100362,88055
4900,ההגנה,7320,"ב""ש מרכז",2,103180,90116,105978,90116
4900,ההגנה,8550,להבים,2,85037,76051,87836,76051
4900,ההגנה,8600,"נתב""ג",1,10910,10036,,
4900,ההגנה,8700,כפר סבא,1,25823,17728,,
4900,ההגנה,8800,ראש העין,1,19670,15945,,
4900,ההגנה,9000,יבנה מערב,1,20753,18787,,
4900,ההגנה,9100,הראשונים,1,24951,11810,,
4900,ההגנה,9200,הוד השרון,1,27348,16948,,
4900,ההגנה,9600,שדרות,0,,,,
4900,ההגנה,9800,משה דיין,1,9322,7796,,
5000,לוד,5010,רמלה,1,2315,1836,,
5000,לוד,5150,גני אביב,1,3273,2439,,
5000,לוד,5200,רחובות,1,8846,7655,,
5000,לוד,5300,באר יעקב,1,4902,4598,,
5000,לוד,5410,יבנה,1,16841,15452,,
5000,לוד,5800,אשדוד,1,29257,27415,,
5000,לוד,5900,אשקלון,1,41773,39268,,
5000,לוד,6300,בית שמש,1,30270,23462,,
5000,לוד,6500,גן החיות,1,60235,36241,,
5000,לוד,6700,מלחה,1,61382,36802,,
5000,לוד,7000,קרית גת,1,41348,39076,,
5000,לוד,7300,אוניברסיטה,1,80960,76181,,
5000,לוד,7320,"ב""ש מרכז",1,86575,78345,,
5000,לוד,8550,להבים,1,68433,64353,,
5000,לוד,8600,"נתב""ג",1,8492,6177,,
5000,לוד,9100,הראשונים,1,8347,6846,,
5010,רמלה,5150,גני אביב,1,5589,4243,,
5010,רמלה,6300,בית שמש,1,27954,21760,,
5010,רמלה,6500,גן החיות,1,57919,34991,,
5010,רמלה,6700,מלחה,1,59067,35582,,
5010,רמלה,7000,קרית גת,1,39032,37353,,
5010,רמלה,7300,אוניברסיטה,1,78644,74378,,
5010,רמלה,7320,"ב""ש מרכז",1,84260,76546,,
5010,רמלה,8550,להבים,1,66117,62563,,
5150,גני אביב,5200,רחובות,1,12120,9410,,
5150,גני אביב,5300,באר יעקב,1,8176,6055,,
5150,גני אביב,5410,יבנה,1,20115,17256,,
5150,גני אביב,5800,אשדוד,1,32530,29371,,
5150,גני אביב,5900,אשקלון,1,45046,41341,,
5150,גני אביב,6300,בית שמש,1,33544,25491,,
5150,גני אביב,6500,גן החיות,1,63509,37517,,
5150,גני אביב,6700,מלחה,1,64656,38031,,
5150,גני אביב,9100,הראשונים,1,11620,7445,,
5200,רחובות,5300,באר יעקב,1,3943,3414,,
5200,רחובות,5410,יבנה,1,7994,7848,,
5200,רחובות,5800,אשדוד,1,20410,19983,,
5200,רחובות,5900,אשקלון,1,32926,32039,,
5300,באר יעקב,5410,יבנה,1,11938,11221,,
5300,באר יעקב,5800,אשדוד,1,24354,23392,,
5300,באר יעקב,5900,אשקלון,1,36870,35453,,
5300,באר יעקב,9100,הראשונים,1,3444,3026,,
5410,יבנה,5800,אשדוד,1,12415,12229,,
5410,יבנה,5900,אשקלון,1,24931,24418,,
5800,אשדוד,5900,אשקלון,1,12515,12261,,
5800,אשדוד,8700,כפר סבא,1,60985,49729,,
5800,אשדוד,8800,ראש העין,1,54832,46121,,
5800,אשדוד,9000,יבנה מערב,1,14408,14418,,
5800,אשדוד,9200,הוד השרון,1,62511,49312,,
5800,אשדוד,9600,שדרות,0,,,,
5800,אשדוד,9800,משה דיין,1,25839,25286,,
5900,אשקלון,8700,כפר סבא,1,73501,61990,,
5900,אשקלון,8800,ראש העין,1,67348,58344,,
5900,אשקלון,9000,יבנה מערב,1,26924,26671,,
5900,אשקלון,9200,הוד השרון,1,75027,61570,,
5900,אשקלון,9600,שדרות,0,,,,
5900,אשקלון,9800,משה דיין,1,38355,37462,,
6300,בית שמש,6500,גן החיות,1,29965,17880,,
6300,בית שמש,6700,מלחה,1,31112,18803,,
6500,גן החיות,6700,מלחה,1,1147,999,,
7000,קרית גת,7300,אוניברסיטה,1,39611,38061,,
7000,קרית גת,7320,"ב""ש מרכז",1,45227,40073,,
7000,קרית גת,8550,להבים,1,27085,26032,,
7000,קרית גת,8600,"נתב""ג",1,49840,45006,,
7300,אוניברסיטה,7320,"ב""ש מרכז",1,5615,2324,,
7300,אוניברסיטה,7500,דימונה,1,36617,28818,,
7300,אוניברסיטה,8550,להבים,1,12526,12029,,
7300,אוניברסיטה,8600,"נתב""ג",1,89452,82295,,
7320,"ב""ש מרכז",8550,להבים,1,18142,14066,,
7320,"ב""ש מרכז",8600,"נתב""ג",1,95068,84449,,
8550,להבים,8600,"נתב""ג",1,76926,70439,,
8700,כפר סבא,8800,ראש העין,1,6152,5438,,
8700,כפר סבא,9000,יבנה מערב,1,46576,35338,,
8700,כפר סבא,9200,הוד השרון,1,1525,1520,,
8700,כפר סבא,9600,שדרות,0,,,,
8700,כפר סבא,9800,משה דיין,1,35145,24996,,
8800,ראש העין,9000,יבנה מערב,1,40424,31901,,
8800,ראש העין,9200,הוד השרון,1,7678,6323,,
8800,ראש העין,9600,שדרות,0,,,,
8800,ראש העין,9800,משה דיין,1,28992,22293,,
9000,יבנה מערב,9200,הוד השרון,1,48102,34900,,
9000,יבנה מערב,9600,שדרות,0,,,,
9000,יבנה מערב,9800,משה דיין,1,11431,11019,,
9200,הוד השרון,9600,שדרות,0,,,,
9200,הוד השרון,9800,משה דיין,1,36671,24386,,
9600,שדרות,9800,משה דיין,0,,,,
